step	residual
0	89.54577189607052
1	89.49980862189837
2	2.099130780753433
3	2.097715233656265
4	0.008984437479348817
5	0.008983995237930843
6	1.1770287805403534e-05
7	1.1750846604362574e-05
8	6.273564426707486e-09
